Participant_ID,Name,College,State,Track,Day,Time_Slot,Poster_Title,Feedback,Rating
P010,William Wright,Stanford University,Texas,Research,4,11:00 AM - 12:30 PM,Analysis of Urban Development,Well-structured presentation with good use of visuals. The methodology was well-explained.,3.7
P029,Tamara White,University of Wisconsin-Madison,Virginia,Technical,4,11:00 AM - 12:30 PM,Study on Educational Technology,Interesting topic with practical implications. The presentation style was engaging.,3.3
P049,Eric Evans,University of California Berkeley,Illinois,Innovation,4,11:00 AM - 12:30 PM,Investigation of Climate Change Impact,Comprehensive study with clear findings. The presentation style was engaging.,3.5
P069,Amanda Steele,Carnegie Mellon University,Wisconsin,Innovation,4,11:00 AM - 12:30 PM,Development of Product Design,"Innovative approach to the problem, well-executed study. The Q&A session was handled well.",4.5
P101,Tamara Spencer,Harvard University,New Jersey,Design,4,11:00 AM - 12:30 PM,Design of Sustainable Architecture,"Strong technical foundation, but could benefit from more real-world applications. The technical depth was appropriate.",4.7
P115,Christopher Guzman,MIT,Michigan,Research,4,11:00 AM - 12:30 PM,Study on Urban Development,"Innovative approach to the problem, well-executed study. The Q&A session was handled well.",4.5
P145,Robert Jefferson,University of California Berkeley,Illinois,Research,4,11:00 AM - 12:30 PM,Investigation of Urban Development,"Good research work, but could improve on visual presentation. The Q&A session was handled well.",3.7
P210,Gerald Sandoval,University of Michigan,Georgia,Design,4,11:00 AM - 12:30 PM,Analysis of Renewable Energy Solutions,"Good research work, but could improve on visual presentation. The results were presented clearly.",3.4
P225,Robin Hamilton,Carnegie Mellon University,Indiana,Design,4,11:00 AM - 12:30 PM,Analysis of IoT Solutions,"Good technical depth, but could improve on communication. The research implications were well-discussed.",4.2
P260,Jennifer Jones,University of Texas at Austin,Michigan,Research,4,11:00 AM - 12:30 PM,Study on Renewable Energy Solutions,Excellent presentation with clear methodology and results. The results were presented clearly.,3.2
P269,Nicholas Flynn,Purdue University,Washington,Technical,4,11:00 AM - 12:30 PM,Analysis of Renewable Energy Solutions,Well-structured presentation with good use of visuals. The research implications were well-discussed.,3.5
P350,Patrick Beard Jr.,Purdue University,Illinois,Design,4,11:00 AM - 12:30 PM,Design of Sustainable Architecture,Comprehensive study with clear findings. The technical depth was appropriate.,4.3
P367,Kevin White,University of Wisconsin-Madison,Illinois,Design,4,11:00 AM - 12:30 PM,Design of Sustainable Architecture,Excellent presentation with clear methodology and results. The future work direction was clear.,3.6
P375,Drew Howe,Georgia Institute of Technology,Michigan,Innovation,4,11:00 AM - 12:30 PM,Breakthrough in Digital Healthcare,Impressive research design and methodology. The technical depth was appropriate.,3.8
P378,Bailey Pittman,University of Illinois Urbana-Champaign,New Jersey,Research,4,11:00 AM - 12:30 PM,Breakthrough in Digital Healthcare,"Innovative approach to the problem, well-executed study. The research implications were well-discussed.",3.2
P020,Rodney Hanna,University of Michigan,North Carolina,Innovation,4,2:00 PM - 3:30 PM,Investigation of Healthcare Systems,"Innovative approach to the problem, well-executed study. The presenter demonstrated strong technical knowledge.",4.5
P086,Robert Lopez,Georgia Institute of Technology,Pennsylvania,Design,4,2:00 PM - 3:30 PM,Analysis of Healthcare Systems,Well-structured presentation with good use of visuals. The practical applications were well-explained.,4.6
P114,Joseph Williams,University of Texas at Austin,Ohio,Design,4,2:00 PM - 3:30 PM,Design of User Interface,"Innovative approach to the problem, well-executed study. The presentation style was engaging.",3.8
P131,Elizabeth Banks,University of Wisconsin-Madison,Virginia,Technical,4,2:00 PM - 3:30 PM,Development of Product Design,Excellent presentation with clear methodology and results. The technical depth was appropriate.,4.2
P138,Wendy Cole,University of Washington,North Carolina,Technical,4,2:00 PM - 3:30 PM,Innovative Solution for Agricultural Technology,"Good research work, but could improve on visual presentation. The research implications were well-discussed.",4.9
P167,Michael Kennedy,University of Wisconsin-Madison,Virginia,Research,4,2:00 PM - 3:30 PM,Creation of User Interface,"Strong technical foundation, but could benefit from more real-world applications. The technical depth was appropriate.",3.1
P171,Shaun Long,Stanford University,Michigan,Research,4,2:00 PM - 3:30 PM,Development of Sustainable Architecture,"Good technical depth, but could improve on communication. The Q&A session was handled well.",3.9
P199,Matthew Andersen,University of Michigan,Michigan,Technical,4,2:00 PM - 3:30 PM,Development of User Interface,Novel approach to solving the problem. The visual aids were effective.,3.8
P214,Thomas Garza,University of Texas at Austin,Wisconsin,Design,4,2:00 PM - 3:30 PM,Analysis of Renewable Energy Solutions,Interesting topic with practical implications. The results were presented clearly.,4.2
P230,Melanie Wheeler,Caltech,Indiana,Research,4,2:00 PM - 3:30 PM,Development of IoT Solutions,Novel approach to solving the problem. The future work direction was clear.,3.4
P237,Mark Jones,Stanford University,North Carolina,Innovation,4,2:00 PM - 3:30 PM,Development of Urban Planning,Interesting topic with practical implications. The presentation style was engaging.,3.3
P248,William Jones,Stanford University,Indiana,Research,4,2:00 PM - 3:30 PM,Analysis of Machine Learning Algorithms,Interesting topic with practical implications. The presentation style was engaging.,4.6
P297,Peter Dougherty,Caltech,Indiana,Technical,4,2:00 PM - 3:30 PM,Implementation of IoT Solutions,"Innovative approach to the problem, well-executed study. The future work direction was clear.",3.5
P302,Michele Evans,University of Washington,Pennsylvania,Innovation,4,2:00 PM - 3:30 PM,Design of Urban Planning,Well-structured presentation with good use of visuals. The Q&A session was handled well.,4.4
P308,Roy Camacho,University of Wisconsin-Madison,Wisconsin,Technical,4,2:00 PM - 3:30 PM,Novel Approach to Digital Healthcare,"Strong technical foundation, but could benefit from more real-world applications. The research implications were well-discussed.",3.8
P339,Paula Hebert,Carnegie Mellon University,Texas,Technical,4,2:00 PM - 3:30 PM,Analysis of Machine Learning Algorithms,"Strong technical foundation, but could benefit from more real-world applications. The results were presented clearly.",4.8
P352,Katherine Carroll,University of Washington,Wisconsin,Innovation,4,2:00 PM - 3:30 PM,Analysis of Urban Development,Interesting topic with practical implications. The Q&A session was handled well.,3.9
P361,Patricia Jackson,Harvard University,North Carolina,Research,4,2:00 PM - 3:30 PM,Breakthrough in Digital Healthcare,Novel approach to solving the problem. The visual aids were effective.,4.2
P385,Mrs. Nancy Ellis,University of Texas at Austin,Pennsylvania,Innovation,4,2:00 PM - 3:30 PM,Development of Cloud Computing Systems,"Strong technical foundation, but could benefit from more real-world applications. The Q&A session was handled well.",4.4
P003,Monica Mcmahon,Purdue University,Massachusetts,Innovation,4,4:00 PM - 5:30 PM,Development of Urban Planning,Well-structured presentation with good use of visuals. The visual aids were effective.,4.6
P052,Mr. Eric Kelley Jr.,University of Illinois Urbana-Champaign,Washington,Innovation,4,4:00 PM - 5:30 PM,Design of Product Design,"Good research work, but could improve on visual presentation. The technical depth was appropriate.",3.9
P083,Cindy Pierce,Georgia Institute of Technology,Pennsylvania,Research,4,4:00 PM - 5:30 PM,Analysis of Renewable Energy Solutions,Impressive research design and methodology. The future work direction was clear.,4.4
P092,Samantha Mays,Georgia Institute of Technology,North Carolina,Design,4,4:00 PM - 5:30 PM,Breakthrough in Agricultural Technology,Excellent presentation with clear methodology and results. The presenter demonstrated strong technical knowledge.,4.3
P097,Richard Brewer,Georgia Institute of Technology,Illinois,Innovation,4,4:00 PM - 5:30 PM,Design of Product Design,Comprehensive study with clear findings. The visual aids were effective.,3.4
P132,Rachel Oliver,University of Texas at Austin,Indiana,Research,4,4:00 PM - 5:30 PM,Study on Urban Development,"Good technical depth, but could improve on communication. The research implications were well-discussed.",3.8
P141,Aaron Gonzalez,MIT,California,Technical,4,4:00 PM - 5:30 PM,Creation of Sustainable Architecture,"Innovative approach to the problem, well-executed study. The methodology was well-explained.",3.1
P156,Marcus Flynn,Georgia Institute of Technology,Illinois,Innovation,4,4:00 PM - 5:30 PM,Investigation of Climate Change Impact,"Good research work, but could improve on visual presentation. The technical depth was appropriate.",4.6
P157,Richard Pacheco,Georgia Institute of Technology,New Jersey,Innovation,4,4:00 PM - 5:30 PM,Novel Approach to Smart Cities,Well-structured presentation with good use of visuals. The visual aids were effective.,4.1
P172,Tammie Moreno,University of Michigan,Indiana,Technical,4,4:00 PM - 5:30 PM,Implementation of Cloud Computing Systems,"Innovative approach to the problem, well-executed study. The practical applications were well-explained.",3.5
P179,Sierra Watson,Purdue University,Illinois,Research,4,4:00 PM - 5:30 PM,Development of Interactive Systems,Well-structured presentation with good use of visuals. The visual aids were effective.,4.2
P182,Dale Singleton,Carnegie Mellon University,Ohio,Design,4,4:00 PM - 5:30 PM,Analysis of Cybersecurity Framework,Well-structured presentation with good use of visuals. The presentation style was engaging.,3.4
P185,Jeffrey Gardner,Caltech,Virginia,Research,4,4:00 PM - 5:30 PM,Development of Blockchain Technology,Excellent presentation with clear methodology and results. The results were presented clearly.,3.5
P198,Chad Hill,University of California Los Angeles,Indiana,Technical,4,4:00 PM - 5:30 PM,Innovative Solution for Digital Healthcare,"Good research work, but could improve on visual presentation. The presenter demonstrated strong technical knowledge.",3.7
P229,Lauren Simpson,Carnegie Mellon University,Michigan,Innovation,4,4:00 PM - 5:30 PM,Investigation of Healthcare Systems,"Innovative approach to the problem, well-executed study. The methodology was well-explained.",3.1
P252,Garrett Cox,University of Michigan,Illinois,Research,4,4:00 PM - 5:30 PM,Analysis of Cloud Computing Systems,"Strong technical foundation, but could benefit from more real-world applications. The presentation style was engaging.",4.9
P277,Francis Morales,University of Illinois Urbana-Champaign,Texas,Research,4,4:00 PM - 5:30 PM,Novel Approach to Sustainable Energy,Impressive research design and methodology. The practical applications were well-explained.,3.2
P303,Joshua Johnson,MIT,Illinois,Research,4,4:00 PM - 5:30 PM,Investigation of Renewable Energy Solutions,Well-structured presentation with good use of visuals. The methodology was well-explained.,3.9
P324,Michelle Barnes,Harvard University,Georgia,Research,4,4:00 PM - 5:30 PM,Study on Healthcare Systems,Interesting topic with practical implications. The future work direction was clear.,4.1
P359,Ebony Bright,University of Washington,Wisconsin,Innovation,4,4:00 PM - 5:30 PM,Creation of Urban Planning,Novel approach to solving the problem. The Q&A session was handled well.,4.5
P366,Thomas Fry,MIT,Wisconsin,Innovation,4,4:00 PM - 5:30 PM,Investigation of Climate Change Impact,"Strong technical foundation, but could benefit from more real-world applications. The methodology was well-explained.",3.2
P372,Julie Patterson,University of California Los Angeles,Illinois,Research,4,4:00 PM - 5:30 PM,Novel Approach to Digital Healthcare,"Innovative approach to the problem, well-executed study. The technical depth was appropriate.",3.7
P389,Tracy Watkins,University of Illinois Urbana-Champaign,Pennsylvania,Innovation,4,4:00 PM - 5:30 PM,Analysis of Blockchain Technology,"Good technical depth, but could improve on communication. The visual aids were effective.",4.8
P390,Nicholas Jones,MIT,Washington,Innovation,4,4:00 PM - 5:30 PM,Investigation of Climate Change Impact,"Innovative approach to the problem, well-executed study. The research implications were well-discussed.",4.3
P391,Belinda Walter,Harvard University,Ohio,Technical,4,4:00 PM - 5:30 PM,Design of Interactive Systems,"Strong technical foundation, but could benefit from more real-world applications. The visual aids were effective.",3.5
P399,Samantha Ford,University of Michigan,Ohio,Innovation,4,4:00 PM - 5:30 PM,Analysis of Machine Learning Algorithms,Interesting topic with practical implications. The Q&A session was handled well.,4.9
P001,Victoria Butler,Carnegie Mellon University,California,Design,4,9:00 AM - 10:30 AM,Creation of Interactive Systems,Interesting topic with practical implications. The research implications were well-discussed.,3.3
P009,Olivia Lopez,University of Texas at Austin,Illinois,Design,4,9:00 AM - 10:30 AM,Analysis of IoT Solutions,Impressive research design and methodology. The presenter demonstrated strong technical knowledge.,5.0
P013,Jennifer Olson,Harvard University,Illinois,Design,4,9:00 AM - 10:30 AM,Development of Blockchain Technology,"Strong technical foundation, but could benefit from more real-world applications. The presentation style was engaging.",4.6
P014,Olivia Moon,Carnegie Mellon University,Texas,Technical,4,9:00 AM - 10:30 AM,Implementation of Cloud Computing Systems,"Good technical depth, but could improve on communication. The methodology was well-explained.",4.0
P027,Randy Wallace Jr.,University of California Berkeley,New York,Innovation,4,9:00 AM - 10:30 AM,Study on Healthcare Systems,"Good technical depth, but could improve on communication. The visual aids were effective.",4.1
P030,Amanda Gates,University of California Los Angeles,Virginia,Research,4,9:00 AM - 10:30 AM,Implementation of Blockchain Technology,Well-structured presentation with good use of visuals. The visual aids were effective.,3.5
P039,Melissa Conley,MIT,Indiana,Research,4,9:00 AM - 10:30 AM,Study on Healthcare Systems,"Good technical depth, but could improve on communication. The technical depth was appropriate.",4.5
P042,Travis Jackson,University of Pennsylvania,Washington,Design,4,9:00 AM - 10:30 AM,Design of Urban Planning,Novel approach to solving the problem. The future work direction was clear.,4.9
P045,Carol Powell,University of Wisconsin-Madison,Ohio,Design,4,9:00 AM - 10:30 AM,Development of Cybersecurity Framework,"Innovative approach to the problem, well-executed study. The visual aids were effective.",3.5
P073,Danielle Rodriguez,Purdue University,New Jersey,Design,4,9:00 AM - 10:30 AM,Innovative Solution for Agricultural Technology,Novel approach to solving the problem. The technical depth was appropriate.,4.5
P089,Cynthia Brown,University of Illinois Urbana-Champaign,Illinois,Research,4,9:00 AM - 10:30 AM,Design of User Interface,"Strong technical foundation, but could benefit from more real-world applications. The presenter demonstrated strong technical knowledge.",3.2
P093,Phillip Gibbs,Caltech,Virginia,Design,4,9:00 AM - 10:30 AM,Analysis of Cloud Computing Systems,"Innovative approach to the problem, well-executed study. The methodology was well-explained.",4.8
P125,Angela Mejia,Harvard University,New Jersey,Technical,4,9:00 AM - 10:30 AM,Study on Climate Change Impact,"Innovative approach to the problem, well-executed study. The technical depth was appropriate.",5.0
P126,Renee Anderson,Georgia Institute of Technology,Wisconsin,Technical,4,9:00 AM - 10:30 AM,Design of Interactive Systems,Comprehensive study with clear findings. The presentation style was engaging.,4.4
P155,Robert Moss,MIT,Wisconsin,Research,4,9:00 AM - 10:30 AM,Investigation of Renewable Energy Solutions,"Strong technical foundation, but could benefit from more real-world applications. The visual aids were effective.",4.1
P160,Mrs. Melinda Lawson,Harvard University,Indiana,Innovation,4,9:00 AM - 10:30 AM,Analysis of Cloud Computing Systems,Excellent presentation with clear methodology and results. The research implications were well-discussed.,4.6
P168,John Rhodes,University of California Berkeley,Massachusetts,Research,4,9:00 AM - 10:30 AM,Study on Urban Development,Interesting topic with practical implications. The future work direction was clear.,3.7
P169,Christopher Perez,University of California Berkeley,Indiana,Technical,4,9:00 AM - 10:30 AM,Breakthrough in Digital Healthcare,"Good research work, but could improve on visual presentation. The Q&A session was handled well.",4.7
P174,Donna Ellison,MIT,Ohio,Research,4,9:00 AM - 10:30 AM,Investigation of Urban Development,"Good technical depth, but could improve on communication. The presentation style was engaging.",4.4
P181,Katherine Anderson,University of California Berkeley,North Carolina,Design,4,9:00 AM - 10:30 AM,Implementation of Blockchain Technology,"Good technical depth, but could improve on communication. The methodology was well-explained.",3.3
P203,Dr. Katie Brown,Purdue University,Virginia,Design,4,9:00 AM - 10:30 AM,Novel Approach to Agricultural Technology,Impressive research design and methodology. The presenter demonstrated strong technical knowledge.,4.2
P220,Gerald White,University of Illinois Urbana-Champaign,Pennsylvania,Design,4,9:00 AM - 10:30 AM,Analysis of Climate Change Impact,Interesting topic with practical implications. The practical applications were well-explained.,3.4
P223,Angela Williams,Carnegie Mellon University,Indiana,Design,4,9:00 AM - 10:30 AM,Implementation of Cloud Computing Systems,"Innovative approach to the problem, well-executed study. The presentation style was engaging.",4.6
P238,Jeff Pierce,University of Texas at Austin,New York,Research,4,9:00 AM - 10:30 AM,Investigation of Urban Development,Excellent presentation with clear methodology and results. The results were presented clearly.,4.4
P254,Betty Anderson,University of California Los Angeles,Virginia,Technical,4,9:00 AM - 10:30 AM,Innovative Solution for Sustainable Energy,Comprehensive study with clear findings. The presenter demonstrated strong technical knowledge.,3.3
P259,Maria Baker,University of California Los Angeles,Illinois,Design,4,9:00 AM - 10:30 AM,Analysis of Cloud Computing Systems,"Innovative approach to the problem, well-executed study. The results were presented clearly.",4.7
P278,Morgan Myers,University of Michigan,Ohio,Research,4,9:00 AM - 10:30 AM,Study on Climate Change Impact,"Strong technical foundation, but could benefit from more real-world applications. The presenter demonstrated strong technical knowledge.",4.0
P299,Michael Glass,MIT,California,Research,4,9:00 AM - 10:30 AM,Breakthrough in Smart Cities,"Good technical depth, but could improve on communication. The methodology was well-explained.",3.5
P300,Patricia Barron PhD,University of Washington,North Carolina,Research,4,9:00 AM - 10:30 AM,Innovative Solution for Digital Healthcare,"Innovative approach to the problem, well-executed study. The visual aids were effective.",4.6
P310,Amber Watts,University of Pennsylvania,Wisconsin,Innovation,4,9:00 AM - 10:30 AM,Analysis of Renewable Energy Solutions,"Innovative approach to the problem, well-executed study. The methodology was well-explained.",4.7
P319,Joel Jennings,Stanford University,Massachusetts,Research,4,9:00 AM - 10:30 AM,Development of User Interface,Well-structured presentation with good use of visuals. The methodology was well-explained.,3.2
P343,Miguel Cervantes,University of Washington,Ohio,Research,4,9:00 AM - 10:30 AM,Study on Renewable Energy Solutions,Excellent presentation with clear methodology and results. The future work direction was clear.,4.4
P365,Samantha Griffith,University of Texas at Austin,Indiana,Technical,4,9:00 AM - 10:30 AM,Creation of Product Design,Interesting topic with practical implications. The visual aids were effective.,4.0
P370,Kimberly Perkins,University of Illinois Urbana-Champaign,Georgia,Technical,4,9:00 AM - 10:30 AM,Analysis of Healthcare Systems,Impressive research design and methodology. The technical depth was appropriate.,4.6
P374,Victoria Swanson DDS,University of Washington,Illinois,Design,4,9:00 AM - 10:30 AM,Study on Urban Development,Well-structured presentation with good use of visuals. The visual aids were effective.,3.4
P395,Courtney Campbell,Purdue University,Michigan,Research,4,9:00 AM - 10:30 AM,Creation of Interactive Systems,"Strong technical foundation, but could benefit from more real-world applications. The methodology was well-explained.",3.6
